id,username,created_at,lng,lat,text
1517367920262737920,MarkAGunnels,Fri Apr 22 05:01:18 +0000 2022,-118.3461525,33.953633499999995,NBA Twitter is going to be SICK if the Warriors get another chip. There’s a lot of hostility towards that organizat… https://t.co/iIjkyAx46v
1517367921705578496,CharlesPeekWX,Fri Apr 22 05:01:18 +0000 2022,-100.0104915,37.758688,@theScantman @ReedTimmerAccu @ChrisFLTornado @TrooperBenKHP When will you learn? 😂🤷‍♂️😂
1517367922074677248,AndresFHernadez,Fri Apr 22 05:01:18 +0000 2022,-80.123297,25.807283,see you soon! @arianasavalas  ❤️ #workfamily#theater#cabaret @ Faena Miami Beach https://t.co/BrCrUJ5W7k
1517367923916296192,b1gjuan,Fri Apr 22 05:01:19 +0000 2022,-92.0611765,30.206079000000003,I jus need to hit for a rack on shiba
1517367925534982145,rem_ix,Fri Apr 22 05:01:19 +0000 2022,-118.3512175,33.8337145,Basketball straight boring to watch. Rather watch football.
1517367925715333121,Orithous,Fri Apr 22 05:01:19 +0000 2022,-117.851089,33.842863,@KyleAMadson @IamKDiddy Good luck leaving Draymond off the all 100 team! 🤣😂😂🤣🤣😂😭😭
1517367930413006848,slovakheidi,Fri Apr 22 05:01:20 +0000 2022,-72.8541685,41.673677999999995,@____ZELDA______ @Cherylafullert1 @fawzi9753 @Freeway2159 @trumpenough @Mitchmgmbos @JRobertSeguin @kennwatley… https://t.co/FL5qFebXrm
1517367931075796994,511NY,Fri Apr 22 05:01:20 +0000 2022,-74.003472,40.760547,Cleared: Special Event on #LincolnTunnel WB from New York Side to New Jersey Side
1517367932082442240,511NY,Fri Apr 22 05:01:20 +0000 2022,-73.919465,40.845134,Construction on #I95 SB at I-87 Major Deegan Expressway https://t.co/DYDjNYxjTB
1517367931532812288,Coppertonedkat,Fri Apr 22 05:01:20 +0000 2022,-118.353642,34.138238,"Dad hasn’t seen Mudge pup or LA for 6 years, so today was a good day! https://t.co/U9LUrmw16v"
1517367932766064645,GallosPole57,Fri Apr 22 05:01:21 +0000 2022,-74.01177899999999,40.830002,"@bKassandra19 Every time I consider going to Miami, I'm like I don't know if I can pull the trigger. It'd be nice t… https://t.co/luP1RRDhu2"
